date,memory_usage_in_kB
2022-05-24 12:33:01+02:00, 4986836
2022-05-24 12:34:01+02:00, 4988204
2022-05-24 12:35:01+02:00, 4992496
2022-05-24 12:36:01+02:00, 4993020
2022-05-24 12:37:01+02:00, 4998988
2022-05-24 12:38:01+02:00, 5003312
2022-05-24 12:39:01+02:00, 5003580
2022-05-24 12:40:01+02:00, 5004640
2022-05-24 12:41:01+02:00, 5009192
2022-05-24 12:42:01+02:00, 5011524
2022-05-24 12:43:01+02:00, 5012344
2022-05-24 12:44:01+02:00, 5014988
2022-05-24 12:45:01+02:00, 5017560
2022-05-24 12:46:01+02:00, 5019880
2022-05-24 12:47:01+02:00, 5022448
2022-05-24 12:48:01+02:00, 5024764
2022-05-24 12:49:01+02:00, 5027432
2022-05-24 12:50:01+02:00, 5031312
2022-05-24 12:51:01+02:00, 5033472
2022-05-24 12:52:01+02:00, 5035188
2022-05-24 12:53:01+02:00, 5037600
2022-05-24 12:54:01+02:00, 5040168
2022-05-24 12:55:01+02:00, 5043064
2022-05-24 12:56:01+02:00, 5046892
2022-05-24 12:57:01+02:00, 5047660
2022-05-24 12:58:01+02:00, 5050056
2022-05-24 12:59:01+02:00, 5056572
2022-05-24 13:00:01+02:00, 5057668
2022-05-24 13:01:01+02:00, 5060092
2022-05-24 13:02:01+02:00, 5062728
2022-05-24 13:03:01+02:00, 5065508
2022-05-24 13:04:01+02:00, 5070404
2022-05-24 13:05:01+02:00, 5071152
2022-05-24 13:06:01+02:00, 5072984
2022-05-24 13:07:01+02:00, 5075476
2022-05-24 13:08:01+02:00, 5078676
2022-05-24 13:09:01+02:00, 5080536
2022-05-24 13:10:01+02:00, 5083128
2022-05-24 13:11:01+02:00, 5087568
2022-05-24 13:12:01+02:00, 5091924
2022-05-24 13:13:01+02:00, 5092032
2022-05-24 13:14:01+02:00, 5093420
2022-05-24 13:15:01+02:00, 5098136
2022-05-24 13:16:01+02:00, 5099088
2022-05-24 13:17:01+02:00, 5100920
2022-05-24 13:18:01+02:00, 5103452
2022-05-24 13:19:01+02:00, 5106232
2022-05-24 13:20:01+02:00, 5108488
2022-05-24 13:21:01+02:00, 5111000
2022-05-24 13:22:01+02:00, 5113484
2022-05-24 13:23:01+02:00, 5118536
2022-05-24 13:24:01+02:00, 5121736
2022-05-24 13:25:01+02:00, 5122204
2022-05-24 13:26:01+02:00, 5123764
2022-05-24 13:27:01+02:00, 5126340
2022-05-24 13:28:01+02:00, 5128960
2022-05-24 13:29:02+02:00, 5131380
2022-05-24 13:30:01+02:00, 5135464
2022-05-24 13:31:01+02:00, 5137892
2022-05-24 13:32:01+02:00, 5141424
2022-05-24 13:33:01+02:00, 5142768
2022-05-24 13:34:01+02:00, 5144948
2022-05-24 13:35:01+02:00, 5149136
2022-05-24 13:36:01+02:00, 5151424
2022-05-24 13:37:01+02:00, 5152676
2022-05-24 13:38:01+02:00, 5155080
2022-05-24 13:39:01+02:00, 5158040
2022-05-24 13:40:01+02:00, 5160252
2022-05-24 13:41:01+02:00, 5162680
2022-05-24 13:42:01+02:00, 5165428
2022-05-24 13:43:01+02:00, 5167920
2022-05-24 13:44:01+02:00, 5170728
2022-05-24 13:45:01+02:00, 5172956
2022-05-24 13:46:01+02:00, 5178368
2022-05-24 13:47:01+02:00, 5178940
2022-05-24 13:48:01+02:00, 5180708
2022-05-24 13:49:01+02:00, 5183332
2022-05-24 13:50:01+02:00, 5185528
2022-05-24 13:51:01+02:00, 5191256
2022-05-24 13:52:02+02:00, 5192952
2022-05-24 13:53:01+02:00, 5196784
2022-05-24 13:54:01+02:00, 5199216
2022-05-24 13:55:01+02:00, 5202692
2022-05-24 13:56:01+02:00, 5202852
2022-05-24 13:57:01+02:00, 5204588
2022-05-24 13:58:01+02:00, 5206896
2022-05-24 13:59:01+02:00, 5209492
2022-05-24 14:00:01+02:00, 5214132
2022-05-24 14:01:01+02:00, 5215656
2022-05-24 14:02:01+02:00, 5222312
2022-05-24 14:03:01+02:00, 5222988
2022-05-24 14:04:01+02:00, 5224736
2022-05-24 14:05:01+02:00, 5227124
2022-05-24 14:06:01+02:00, 5229488
2022-05-24 14:07:01+02:00, 5232256
2022-05-24 14:08:01+02:00, 5235580
2022-05-24 14:09:01+02:00, 5237200
2022-05-24 14:10:01+02:00, 5239732
2022-05-24 14:11:01+02:00, 5242316
2022-05-24 14:12:01+02:00, 5245640
2022-05-24 14:13:01+02:00, 5247488
2022-05-24 14:14:01+02:00, 5250040
2022-05-24 14:15:01+02:00, 5252568
2022-05-24 14:16:02+02:00, 5255036
2022-05-24 14:17:01+02:00, 5257684
2022-05-24 14:18:01+02:00, 5260072
2022-05-24 14:19:01+02:00, 5262588
2022-05-24 14:20:01+02:00, 5266312
2022-05-24 14:21:01+02:00, 5267744
2022-05-24 14:22:01+02:00, 5273388
2022-05-24 14:23:01+02:00, 5274188
2022-05-24 14:24:01+02:00, 5275448
2022-05-24 14:25:01+02:00, 5277944
2022-05-24 14:26:01+02:00, 5283816
2022-05-24 14:27:01+02:00, 5284460
2022-05-24 14:28:01+02:00, 5287920
2022-05-24 14:29:01+02:00, 5288284
2022-05-24 14:30:01+02:00, 5290384
2022-05-24 14:31:01+02:00, 5293256
2022-05-24 14:32:01+02:00, 5298728
2022-05-24 14:33:01+02:00, 5299056
2022-05-24 14:34:01+02:00, 5300744
2022-05-24 14:35:01+02:00, 5303104
2022-05-24 14:36:01+02:00, 5305812
2022-05-24 14:37:01+02:00, 5308096
2022-05-24 14:38:01+02:00, 5310644
2022-05-24 14:39:01+02:00, 5312904
2022-05-24 14:40:01+02:00, 5315900
2022-05-24 14:41:01+02:00, 5318108
2022-05-24 14:42:01+02:00, 5320680
2022-05-24 14:43:01+02:00, 5323128
2022-05-24 14:44:01+02:00, 5325928
2022-05-24 14:45:01+02:00, 5329936
2022-05-24 14:46:01+02:00, 5330840
2022-05-24 14:47:01+02:00, 5333364
2022-05-24 14:48:01+02:00, 5335968
2022-05-24 14:49:01+02:00, 5339008
2022-05-24 14:50:01+02:00, 5341720
2022-05-24 14:51:01+02:00, 5343992
2022-05-24 14:52:01+02:00, 5347044
2022-05-24 14:53:01+02:00, 5349896
2022-05-24 14:54:01+02:00, 5351548
2022-05-24 14:55:01+02:00, 5353956
2022-05-24 14:56:01+02:00, 5356480
2022-05-24 14:57:01+02:00, 5358788
2022-05-24 14:58:01+02:00, 5361300
2022-05-24 14:59:01+02:00, 5364216
2022-05-24 15:00:01+02:00, 5366476
2022-05-24 15:01:01+02:00, 5369008
2022-05-24 15:02:01+02:00, 5371620
2022-05-24 15:03:01+02:00, 5377172
2022-05-24 15:04:01+02:00, 5377616
2022-05-24 15:05:01+02:00, 5379148
2022-05-24 15:06:01+02:00, 5383888
2022-05-24 15:07:01+02:00, 5384212
2022-05-24 15:08:01+02:00, 5386892
2022-05-24 15:09:01+02:00, 5389352
2022-05-24 15:10:01+02:00, 5391836
2022-05-24 15:11:01+02:00, 5394516
2022-05-24 15:12:01+02:00, 5396852
2022-05-24 15:13:01+02:00, 5399340
2022-05-24 15:14:01+02:00, 5401928
2022-05-24 15:15:01+02:00, 5404088
2022-05-24 15:16:01+02:00, 5407060
2022-05-24 15:17:01+02:00, 5409784
2022-05-24 15:18:01+02:00, 5413968
2022-05-24 15:19:01+02:00, 5414412
2022-05-24 15:20:01+02:00, 5416232
2022-05-24 15:21:01+02:00, 5419228
2022-05-24 15:22:01+02:00, 5421400
2022-05-24 15:23:01+02:00, 5424292
2022-05-24 15:24:01+02:00, 5426120
2022-05-24 15:25:01+02:00, 5430656
2022-05-24 15:26:01+02:00, 5431108
2022-05-24 15:27:01+02:00, 5433636
2022-05-24 15:28:01+02:00, 5436176
2022-05-24 15:29:01+02:00, 5439196
2022-05-24 15:30:01+02:00, 5441452
2022-05-24 15:31:01+02:00, 5444112
2022-05-24 15:32:01+02:00, 5446948
2022-05-24 15:33:01+02:00, 5449116
2022-05-24 15:34:01+02:00, 5452220
2022-05-24 15:35:01+02:00, 5454468
2022-05-24 15:36:01+02:00, 5459704
2022-05-24 15:37:01+02:00, 5460212
2022-05-24 15:38:01+02:00, 5462588
2022-05-24 15:39:01+02:00, 5465048
2022-05-24 15:40:01+02:00, 5471116
2022-05-24 15:41:01+02:00, 5488840
2022-05-24 15:42:01+02:00, 5489216
2022-05-24 15:43:01+02:00, 5489720
2022-05-24 15:44:01+02:00, 5490400
2022-05-24 15:45:01+02:00, 5490484
2022-05-24 15:46:01+02:00, 5493032
2022-05-24 15:47:01+02:00, 5495412
2022-05-24 15:48:01+02:00, 5497792
2022-05-24 15:49:01+02:00, 5500216
2022-05-24 15:50:01+02:00, 5504232
2022-05-24 15:51:01+02:00, 5506592
2022-05-24 15:52:01+02:00, 5508024
2022-05-24 15:53:01+02:00, 5510580
2022-05-24 15:54:01+02:00, 5513008
2022-05-24 15:55:01+02:00, 5515588
2022-05-24 15:56:01+02:00, 5517972
2022-05-24 15:57:01+02:00, 5520680
2022-05-24 15:58:01+02:00, 5539536
2022-05-24 15:59:01+02:00, 5539924
2022-05-24 16:00:01+02:00, 5540320
2022-05-24 16:01:01+02:00, 5540620
2022-05-24 16:02:01+02:00, 5541500
2022-05-24 16:03:01+02:00, 5544924
2022-05-24 16:04:01+02:00, 5546792
2022-05-24 16:05:01+02:00, 5549200
2022-05-24 16:06:01+02:00, 5558932
2022-05-24 16:07:01+02:00, 5560580
2022-05-24 16:08:01+02:00, 5562640
2022-05-24 16:09:01+02:00, 5566120
2022-05-24 16:10:01+02:00, 5567392
2022-05-24 16:11:01+02:00, 5571304
2022-05-24 16:12:02+02:00, 5573544
2022-05-24 16:13:01+02:00, 5578272
2022-05-24 16:14:01+02:00, 5580508
2022-05-24 16:15:01+02:00, 5581440
2022-05-24 16:16:01+02:00, 5584024
2022-05-24 16:17:01+02:00, 5586592
2022-05-24 16:18:01+02:00, 5589736
2022-05-24 16:19:01+02:00, 5591888
2022-05-24 16:20:01+02:00, 5594560
2022-05-24 16:21:01+02:00, 5596976
2022-05-24 16:22:01+02:00, 5599664
2022-05-24 16:23:01+02:00, 5604244
2022-05-24 16:24:01+02:00, 5604568
2022-05-24 16:25:01+02:00, 5607012
2022-05-24 16:26:01+02:00, 5610896
2022-05-24 16:27:01+02:00, 5612548
2022-05-24 16:28:01+02:00, 5614800
2022-05-24 16:29:01+02:00, 5617052
2022-05-24 16:30:01+02:00, 5619508
2022-05-24 16:31:01+02:00, 5622016
2022-05-24 16:32:01+02:00, 5624604
2022-05-24 16:33:01+02:00, 5627476
2022-05-24 16:34:01+02:00, 5633212
2022-05-24 16:35:01+02:00, 5632700
2022-05-24 16:36:01+02:00, 5636204
2022-05-24 16:37:01+02:00, 5637800
2022-05-24 16:38:01+02:00, 5639884
2022-05-24 16:39:01+02:00, 5642532
2022-05-24 16:40:01+02:00, 5645036
2022-05-24 16:41:01+02:00, 5649540
2022-05-24 16:42:01+02:00, 5651896
2022-05-24 16:43:01+02:00, 5631648
2022-05-24 16:44:01+02:00, 5633988
2022-05-24 16:45:01+02:00, 5636276
2022-05-24 16:46:01+02:00, 5641924
2022-05-24 16:47:01+02:00, 5644912
2022-05-24 16:48:01+02:00, 5645188
2022-05-24 16:49:01+02:00, 5647116
2022-05-24 16:50:01+02:00, 5649676
2022-05-24 16:51:01+02:00, 5652260
2022-05-24 16:52:01+02:00, 5654704
2022-05-24 16:53:01+02:00, 5657712
2022-05-24 16:54:01+02:00, 5659904
2022-05-24 16:55:01+02:00, 5663648
2022-05-24 16:56:01+02:00, 5667384
2022-05-24 16:57:01+02:00, 5668920
2022-05-24 16:58:01+02:00, 5670560
2022-05-24 16:59:01+02:00, 5673128
2022-05-24 17:00:01+02:00, 5678976
2022-05-24 17:01:01+02:00, 5679360
2022-05-24 17:02:01+02:00, 5681880
2022-05-24 17:03:01+02:00, 5682904
2022-05-24 17:04:01+02:00, 5685868
2022-05-24 17:05:01+02:00, 5688300
2022-05-24 17:06:01+02:00, 5691080
2022-05-24 17:07:01+02:00, 5693264
2022-05-24 17:08:01+02:00, 5695832
2022-05-24 17:09:01+02:00, 5698592
2022-05-24 17:10:01+02:00, 5701028
2022-05-24 17:11:01+02:00, 5703892
2022-05-24 17:12:01+02:00, 5707456
2022-05-24 17:13:01+02:00, 5708820
2022-05-24 17:14:01+02:00, 5708832
2022-05-24 17:15:01+02:00, 5708836
2022-05-24 17:16:01+02:00, 5708856
2022-05-24 17:17:01+02:00, 5708868
2022-05-24 17:18:01+02:00, 5708840
2022-05-24 17:19:01+02:00, 5708852
2022-05-24 17:20:01+02:00, 5708868
2022-05-24 17:21:01+02:00, 5708816
2022-05-24 17:22:01+02:00, 5708824
2022-05-24 17:23:01+02:00, 5708848
2022-05-24 17:24:01+02:00, 5708876
2022-05-24 17:25:01+02:00, 5708828
2022-05-24 17:26:01+02:00, 5708852
2022-05-24 17:27:01+02:00, 5708804
2022-05-24 17:28:01+02:00, 5708824
2022-05-24 17:29:01+02:00, 5708840
2022-05-24 17:30:01+02:00, 5708852
2022-05-24 17:31:01+02:00, 5708864
2022-05-24 17:32:01+02:00, 5708880
2022-05-24 17:33:01+02:00, 5708824
2022-05-24 17:34:01+02:00, 5708848
2022-05-24 17:35:01+02:00, 5708860
2022-05-24 17:36:01+02:00, 5708868
2022-05-24 17:37:01+02:00, 5708828
2022-05-24 17:38:01+02:00, 5708836
2022-05-24 17:39:01+02:00, 5708856
2022-05-24 17:40:01+02:00, 5708868
2022-05-24 17:41:01+02:00, 5708820
2022-05-24 17:42:01+02:00, 5708832
2022-05-24 17:43:01+02:00, 5708840
2022-05-24 17:44:01+02:00, 5708852
2022-05-24 17:45:01+02:00, 5708868
2022-05-24 17:46:01+02:00, 5708880
2022-05-24 17:47:01+02:00, 5708840
2022-05-24 17:48:01+02:00, 5708856
2022-05-24 17:49:01+02:00, 5708868
2022-05-24 17:50:01+02:00, 5708820
2022-05-24 17:51:01+02:00, 5708828
2022-05-24 17:52:01+02:00, 5708840
2022-05-24 17:53:01+02:00, 5708852
2022-05-24 17:54:01+02:00, 5708868
2022-05-24 17:55:01+02:00, 5708824
2022-05-24 17:56:01+02:00, 5708832
2022-05-24 17:57:01+02:00, 5708844
2022-05-24 17:58:01+02:00, 5708856
2022-05-24 17:59:01+02:00, 5708868
2022-05-24 18:00:01+02:00, 5708820
2022-05-24 18:01:01+02:00, 5708828
2022-05-24 18:02:01+02:00, 5708852
2022-05-24 18:03:01+02:00, 5708864
2022-05-24 18:04:01+02:00, 5708816
2022-05-24 18:05:01+02:00, 5708828
2022-05-24 18:06:01+02:00, 5708852
2022-05-24 18:07:01+02:00, 5708868
2022-05-24 18:08:01+02:00, 5708824
2022-05-24 18:09:01+02:00, 5708844
2022-05-24 18:10:01+02:00, 5708864
2022-05-24 18:11:01+02:00, 5708808
2022-05-24 18:12:01+02:00, 5708832
2022-05-24 18:13:01+02:00, 5708852
2022-05-24 18:14:01+02:00, 5708868
2022-05-24 18:15:01+02:00, 5708828
2022-05-24 18:16:01+02:00, 5708804
2022-05-24 18:17:01+02:00, 5708804
2022-05-24 18:18:01+02:00, 5708824
2022-05-24 18:19:01+02:00, 5708812
2022-05-24 18:20:01+02:00, 5708832
2022-05-24 18:21:01+02:00, 5708860
2022-05-24 18:22:01+02:00, 5708816
2022-05-24 18:23:01+02:00, 5708856
2022-05-24 18:24:01+02:00, 5708804
2022-05-24 18:25:01+02:00, 5708824
2022-05-24 18:26:01+02:00, 5708840
2022-05-24 18:27:01+02:00, 5708864
2022-05-24 18:28:01+02:00, 5708812
2022-05-24 18:29:01+02:00, 5708832
2022-05-24 18:30:01+02:00, 5708852
2022-05-24 18:31:01+02:00, 5708868
2022-05-24 18:32:01+02:00, 5743632
2022-05-24 18:33:01+02:00, 5743468
2022-05-24 18:34:01+02:00, 5743504
2022-05-24 18:35:01+02:00, 5744156
2022-05-24 18:36:01+02:00, 5744156
2022-05-24 18:37:01+02:00, 5744288
2022-05-24 18:38:01+02:00, 5744228
2022-05-24 18:39:01+02:00, 5744360
2022-05-24 18:40:01+02:00, 5744360
2022-05-24 18:41:01+02:00, 5744192
2022-05-24 18:42:01+02:00, 5744316
2022-05-24 18:43:01+02:00, 5744640
2022-05-24 18:44:01+02:00, 5745672
2022-05-24 18:45:01+02:00, 5747808
2022-05-24 18:46:01+02:00, 5749988
2022-05-24 18:47:01+02:00, 5752068
2022-05-24 18:48:01+02:00, 5754380
2022-05-24 18:49:01+02:00, 5756512
2022-05-24 18:50:01+02:00, 5758988
2022-05-24 18:51:01+02:00, 5760968
2022-05-24 18:52:01+02:00, 5762932
2022-05-24 18:53:01+02:00, 5767908
2022-05-24 18:54:01+02:00, 5769236
2022-05-24 18:55:01+02:00, 5770168
2022-05-24 18:56:01+02:00, 5772552
2022-05-24 18:57:02+02:00, 5774856
2022-05-24 18:58:01+02:00, 5776764
2022-05-24 18:59:01+02:00, 5779000
2022-05-24 19:00:01+02:00, 5781044
2022-05-24 19:01:01+02:00, 5783240
2022-05-24 19:02:01+02:00, 5785268
2022-05-24 19:03:01+02:00, 5787460
2022-05-24 19:04:01+02:00, 5789508
2022-05-24 19:05:01+02:00, 5791744
2022-05-24 19:06:01+02:00, 5793872
2022-05-24 19:07:01+02:00, 5795800
2022-05-24 19:08:01+02:00, 5798060
2022-05-24 19:09:01+02:00, 5801952
2022-05-24 19:10:01+02:00, 5805324
2022-05-24 19:11:01+02:00, 5808956
2022-05-24 19:12:01+02:00, 5809160
2022-05-24 19:13:01+02:00, 5811520
2022-05-24 19:14:01+02:00, 5813840
2022-05-24 19:15:01+02:00, 5816416
2022-05-24 19:16:01+02:00, 5819088
2022-05-24 19:17:01+02:00, 5822168
2022-05-24 19:18:01+02:00, 5824000
2022-05-24 19:19:01+02:00, 5826368
2022-05-24 19:20:01+02:00, 5829072
2022-05-24 19:21:02+02:00, 5831520
2022-05-24 19:22:01+02:00, 5834100
2022-05-24 19:23:01+02:00, 5836672
2022-05-24 19:24:01+02:00, 5840828
2022-05-24 19:25:01+02:00, 5840252
2022-05-24 19:26:01+02:00, 5840268
2022-05-24 19:27:01+02:00, 5840276
2022-05-24 19:28:01+02:00, 5840232
2022-05-24 19:29:01+02:00, 5840240
2022-05-24 19:30:01+02:00, 5840272
2022-05-24 19:31:01+02:00, 5840228
2022-05-24 19:32:01+02:00, 5840252
2022-05-24 19:33:01+02:00, 5840224
2022-05-24 19:34:01+02:00, 5840240
2022-05-24 19:35:01+02:00, 5840256
2022-05-24 19:36:01+02:00, 5840280
2022-05-24 19:37:01+02:00, 5840236
2022-05-24 19:38:01+02:00, 5840256
2022-05-24 19:39:01+02:00, 5840276
2022-05-24 19:40:01+02:00, 5840220
2022-05-24 19:41:01+02:00, 5840232
2022-05-24 19:42:01+02:00, 5840260
2022-05-24 19:43:01+02:00, 5840276
2022-05-24 19:44:01+02:00, 5840232
2022-05-24 19:45:01+02:00, 5840240
2022-05-24 19:46:01+02:00, 5840264
2022-05-24 19:47:01+02:00, 5840224
2022-05-24 19:48:01+02:00, 5840236
2022-05-24 19:49:01+02:00, 5840256
2022-05-24 19:50:01+02:00, 5840268
2022-05-24 19:51:01+02:00, 5840284
2022-05-24 19:52:01+02:00, 5840228
2022-05-24 19:53:01+02:00, 5840252
2022-05-24 19:54:01+02:00, 5840260
2022-05-24 19:55:01+02:00, 5840280
2022-05-24 19:56:01+02:00, 5840284
2022-05-24 19:57:01+02:00, 5840236
2022-05-24 19:58:01+02:00, 5840248
2022-05-24 19:59:01+02:00, 5840276
2022-05-24 20:00:01+02:00, 5840284
2022-05-24 20:01:01+02:00, 5840240
2022-05-24 20:02:01+02:00, 5840252
2022-05-24 20:03:01+02:00, 5840260
2022-05-24 20:04:01+02:00, 5840272
2022-05-24 20:05:01+02:00, 5840232
2022-05-24 20:06:01+02:00, 5840248
2022-05-24 20:07:01+02:00, 5840260
2022-05-24 20:08:01+02:00, 5840272
2022-05-24 20:09:01+02:00, 5840292
2022-05-24 20:10:01+02:00, 5840244
2022-05-24 20:11:01+02:00, 5840260
2022-05-24 20:12:01+02:00, 5840268
2022-05-24 20:13:01+02:00, 5840284
2022-05-24 20:14:01+02:00, 5840232
2022-05-24 20:15:01+02:00, 5840244
2022-05-24 20:16:01+02:00, 5840264
2022-05-24 20:17:01+02:00, 5840284
2022-05-24 20:18:01+02:00, 5840236
2022-05-24 20:19:01+02:00, 5840224
2022-05-24 20:20:01+02:00, 5840240
2022-05-24 20:21:01+02:00, 5840260
2022-05-24 20:22:01+02:00, 5840280
2022-05-24 20:23:01+02:00, 5840232
2022-05-24 20:24:01+02:00, 5840244
2022-05-24 20:25:01+02:00, 5840268
2022-05-24 20:26:01+02:00, 5840284
2022-05-24 20:27:01+02:00, 5840296
2022-05-24 20:28:01+02:00, 5840240
2022-05-24 20:29:01+02:00, 5840264
2022-05-24 20:30:01+02:00, 5840276
2022-05-24 20:31:01+02:00, 5840292
2022-05-24 20:32:01+02:00, 5840236
2022-05-24 20:33:01+02:00, 5840256
2022-05-24 20:34:01+02:00, 5840268
2022-05-24 20:35:01+02:00, 5840280
2022-05-24 20:36:01+02:00, 5840236
2022-05-24 20:37:01+02:00, 5840244
2022-05-24 20:38:01+02:00, 5840256
2022-05-24 20:39:01+02:00, 5840268
2022-05-24 20:40:01+02:00, 5840284
2022-05-24 20:41:01+02:00, 5840232
2022-05-24 20:42:01+02:00, 5840240
2022-05-24 20:43:01+02:00, 5840264
2022-05-24 20:44:01+02:00, 5840276
2022-05-24 20:45:01+02:00, 5840244
2022-05-24 20:46:01+02:00, 5840256
2022-05-24 20:47:01+02:00, 5840268
2022-05-24 20:48:01+02:00, 5840284
2022-05-24 20:49:01+02:00, 5840236
2022-05-24 20:50:01+02:00, 5840248
2022-05-24 20:51:01+02:00, 5840260
2022-05-24 20:52:01+02:00, 5840272
2022-05-24 20:53:01+02:00, 5840296
2022-05-24 20:54:01+02:00, 5840244
2022-05-24 20:55:01+02:00, 5840256
2022-05-24 20:56:01+02:00, 5840268
2022-05-24 20:57:01+02:00, 5840288
2022-05-24 20:58:01+02:00, 5840244
2022-05-24 20:59:01+02:00, 5840272
2022-05-24 21:00:02+02:00, 5840284
2022-05-24 21:01:01+02:00, 5840240
2022-05-24 21:02:01+02:00, 5840256
2022-05-24 21:03:01+02:00, 5840272
2022-05-24 21:04:01+02:00, 5840228
2022-05-24 21:05:01+02:00, 5840260
2022-05-24 21:06:01+02:00, 5840276
2022-05-24 21:07:01+02:00, 5840284
2022-05-24 21:08:01+02:00, 5840232
2022-05-24 21:09:01+02:00, 5840244
2022-05-24 21:10:01+02:00, 5840268
2022-05-24 21:11:01+02:00, 5840284
2022-05-24 21:12:01+02:00, 5840232
2022-05-24 21:13:01+02:00, 5840244
2022-05-24 21:14:01+02:00, 5840268
2022-05-24 21:15:01+02:00, 5840280
2022-05-24 21:16:01+02:00, 5840240
2022-05-24 21:17:01+02:00, 5840252
2022-05-24 21:18:01+02:00, 5840260
2022-05-24 21:19:01+02:00, 5840272
2022-05-24 21:20:01+02:00, 5840228
2022-05-24 21:21:01+02:00, 5840248
2022-05-24 21:22:01+02:00, 5840228
2022-05-24 21:23:01+02:00, 5840248
2022-05-24 21:24:01+02:00, 5840272
2022-05-24 21:25:01+02:00, 5840288
2022-05-24 21:26:01+02:00, 5840220
2022-05-24 21:27:01+02:00, 5840236
2022-05-24 21:28:01+02:00, 5840256
2022-05-24 21:29:01+02:00, 5840268
2022-05-24 21:30:01+02:00, 5840284
2022-05-24 21:31:01+02:00, 5840240
2022-05-24 21:32:01+02:00, 5840248
2022-05-24 21:33:01+02:00, 5840272
2022-05-24 21:34:01+02:00, 5840288
2022-05-24 21:35:01+02:00, 5840240
2022-05-24 21:36:01+02:00, 5840248
2022-05-24 21:37:01+02:00, 5840260
2022-05-24 21:38:01+02:00, 5840272
2022-05-24 21:39:01+02:00, 5840284
2022-05-24 21:40:01+02:00, 5840236
2022-05-24 21:41:01+02:00, 5840244
2022-05-24 21:42:01+02:00, 5840268
2022-05-24 21:43:01+02:00, 5840280
2022-05-24 21:44:01+02:00, 5840232
2022-05-24 21:45:01+02:00, 5840244
2022-05-24 21:46:01+02:00, 5840264
2022-05-24 21:47:01+02:00, 5840284
2022-05-24 21:48:01+02:00, 5840244
2022-05-24 21:49:01+02:00, 5840264
2022-05-24 21:50:01+02:00, 5840228
2022-05-24 21:51:01+02:00, 5840244
2022-05-24 21:52:01+02:00, 5840220
2022-05-24 21:53:01+02:00, 5840232
2022-05-24 21:54:01+02:00, 5840244
2022-05-24 21:55:01+02:00, 5840268
2022-05-24 21:56:01+02:00, 5840224
2022-05-24 21:57:01+02:00, 5840224
2022-05-24 21:58:01+02:00, 5840232
2022-05-24 21:59:01+02:00, 5840244
2022-05-24 22:00:01+02:00, 5840264
2022-05-24 22:01:01+02:00, 5840276
2022-05-24 22:02:01+02:00, 5840284
2022-05-24 22:03:01+02:00, 5840220
2022-05-24 22:04:01+02:00, 5840240
2022-05-24 22:05:01+02:00, 5840260
2022-05-24 22:06:01+02:00, 5840228
2022-05-24 22:07:01+02:00, 5840244
2022-05-24 22:08:01+02:00, 5840268
2022-05-24 22:09:01+02:00, 5840288
2022-05-24 22:10:01+02:00, 5840232
2022-05-24 22:11:01+02:00, 5840240
2022-05-24 22:12:01+02:00, 5840264
2022-05-24 22:13:01+02:00, 5840280
2022-05-24 22:14:01+02:00, 5840232
2022-05-24 22:15:01+02:00, 5840240
2022-05-24 22:16:01+02:00, 5840272
2022-05-24 22:17:01+02:00, 5840284
2022-05-24 22:18:01+02:00, 5840236
2022-05-24 22:19:01+02:00, 5840248
2022-05-24 22:20:01+02:00, 5840260
2022-05-24 22:21:01+02:00, 5840272
2022-05-24 22:22:01+02:00, 5840284
2022-05-24 22:23:01+02:00, 5840236
2022-05-24 22:24:01+02:00, 5840260
2022-05-24 22:25:01+02:00, 5840264
2022-05-24 22:26:01+02:00, 5840276
2022-05-24 22:27:01+02:00, 5840236
2022-05-24 22:28:01+02:00, 5840244
2022-05-24 22:29:01+02:00, 5840256
2022-05-24 22:30:01+02:00, 5840268
2022-05-24 22:31:01+02:00, 5840224
2022-05-24 22:32:01+02:00, 5840248
2022-05-24 22:33:01+02:00, 5840260
2022-05-24 22:34:01+02:00, 5840228
2022-05-24 22:35:01+02:00, 5840248
2022-05-24 22:36:01+02:00, 5840284
2022-05-24 22:37:01+02:00, 5840244
2022-05-24 22:38:01+02:00, 5840260
2022-05-24 22:39:01+02:00, 5840280
2022-05-24 22:40:01+02:00, 5840284
2022-05-24 22:41:01+02:00, 5840244
2022-05-24 22:42:01+02:00, 5840268
2022-05-24 22:43:01+02:00, 5876912
2022-05-24 22:44:01+02:00, 5876772
2022-05-24 22:45:01+02:00, 5876616
2022-05-24 22:46:01+02:00, 5876740
2022-05-24 22:47:01+02:00, 5876908
2022-05-24 22:48:01+02:00, 5877020
2022-05-24 22:49:01+02:00, 5877088
2022-05-24 22:50:01+02:00, 5877100
2022-05-24 22:51:01+02:00, 5877012
2022-05-24 22:52:01+02:00, 5877140
2022-05-24 22:53:01+02:00, 5877180
2022-05-24 22:54:01+02:00, 5879200
2022-05-24 22:55:01+02:00, 5879956
2022-05-24 22:56:01+02:00, 5882236
2022-05-24 22:57:01+02:00, 5884108
2022-05-24 22:58:01+02:00, 5886468
2022-05-24 22:59:01+02:00, 5889096
2022-05-24 23:00:01+02:00, 5890884
2022-05-24 23:01:01+02:00, 5892980
2022-05-24 23:02:01+02:00, 5895192
2022-05-24 23:03:01+02:00, 5897596
2022-05-24 23:04:01+02:00, 5899116
2022-05-24 23:05:01+02:00, 5901552
2022-05-24 23:06:01+02:00, 5903520
2022-05-24 23:07:01+02:00, 5906100
